,W,W Pts,L,L Pts,Hash
91,5,63,118,16,5063118016
92,96,47,42,23,96047042023
93,102,29,57,21,102029057021
94,3,41,25,23,3041025023
95,112,30,23,23,112030023023
96,4,20,106,13,4020106013
97,19,27,64,16,19027064016
98,21,21,60,17,21021060017
99,22,47,53,21,22047053021
100,27,34,12,20,27034012020
101,32,26,103,20,32026103020
102,40,38,89,3,40038089003
103,44,31,76,14,44031076014
104,45,41,2,14,45041002014
105,49,23,95,13,49023095013
106,50,23,123,22,50023123022
107,55,21,48,0,55021048000
108,58,48,114,45,58048114045
109,61,29,1,13,61029001013
110,63,34,67,3,63034067003
111,65,37,54,7,65037054007
112,75,53,83,23,75053083023
113,68,21,71,17,68021071017
114,77,49,15,7,77049015007
115,78,49,14,20,78049014020
116,79,42,46,30,79042046030
117,80,38,9,7,80038009007
118,81,56,110,14,81056110014
119,82,59,87,21,82059087021
120,84,49,130,13,84049130013
121,86,56,37,0,86056037000
122,88,35,66,3,88035066003
123,91,20,99,17,91020099017
124,97,27,104,24,97027104024
125,98,28,52,17,98028052017
126,100,41,18,17,100041018017
127,105,45,51,21,105045051021
128,101,56,93,36,101056093036
129,107,52,6,45,107052006045
130,108,54,111,51,108054111051
131,109,27,74,24,109027074024
132,116,54,92,16,116054092016
133,120,14,47,7,120014047007
134,121,38,26,18,121038026018
135,122,64,29,17,122064029017
136,125,46,117,10,125046117010
137,126,48,34,16,126048034016
138,127,52,85,23,127052085023
139,124,37,41,28,124037041028
140,129,40,17,6,129040017006
141,96,43,102,7,96043102007
142,116,30,5,24,116030005024
143,121,42,13,23,121042013023
144,3,59,120,0,3059120000
145,6,37,84,35,6037084035
146,10,51,66,14,10051066014
147,16,34,30,31,16034030031
148,113,38,56,10,113038056010
149,22,34,14,7,22034014007
150,27,27,75,17,27027075017
151,32,28,49,27,32028049027
152,31,13,89,7,31013089007
153,35,31,65,3,35031065003
154,37,28,20,0,37028020000
155,38,35,87,17,38035087017
156,41,29,94,23,41029094023
157,43,52,36,17,43052036017
158,54,35,100,26,54035100026
159,52,56,51,50,52056051050
160,53,42,48,3,53042048003
161,59,52,108,30,59052108030
162,60,31,18,14,60031018014
163,61,28,88,10,61028088010
164,67,24,15,13,67024015013
165,70,42,21,32,70042021032
166,71,27,90,17,71027090017
167,73,16,111,13,73016111013
168,74,41,118,14,74041118014
169,69,27,33,21,69027033021
170,76,46,112,43,76046112043
171,78,38,62,18,78038062018
172,79,27,28,20,79027028020
173,80,54,115,21,80054115021
174,81,49,12,41,81049012041
175,86,21,44,19,86021044019
176,91,28,1,24,91028001024
177,95,17,50,16,95017050016
178,97,30,19,20,97030019020
179,93,44,8,21,93044008021
180,99,58,114,34,99058114034
181,103,17,57,13,103017057013
182,105,50,7,43,105050007043
183,101,44,82,31,101044082031
184,107,27,40,24,107027040024
185,119,44,106,14,119044106014
186,109,22,2,17,109022002017
187,110,21,9,17,110021009017
188,117,61,92,10,117061092010
189,122,38,83,0,122038083000
190,125,20,4,19,125020004019
191,126,37,24,10,126037024010
192,127,45,72,7,127045072007
193,128,56,46,34,128056046034
194,123,33,11,21,123033011021
195,130,28,39,21,130028039021
196,29,41,26,38,29041026038
197,104,17,45,7,104017045007
198,59,31,27,6,59031027006
199,71,28,42,6,71028042006
200,117,40,17,24,117040017024
201,127,30,97,27,127030097027
202,2,34,15,23,2034015023
203,3,66,64,3,3066064003
204,7,42,74,24,7042074024
205,9,35,118,21,9035118021
206,10,49,65,10,10049065010
207,14,28,18,8,14028018008
208,16,27,48,13,16027048013
209,113,40,58,13,113040058013
210,22,31,122,17,22031122017
211,25,51,39,21,25051039021
212,32,38,120,24,32038120024
213,30,38,67,20,30038067020
214,31,30,20,29,31030020029
215,33,26,125,19,33026125019
216,34,41,72,21,34041072021
217,35,41,103,0,35041103000
218,38,33,75,7,38033075007
219,40,20,102,13,40020102013
220,47,33,12,20,47033012020
221,49,24,28,20,49024028020
222,50,34,94,16,50034094016
223,52,51,23,43,52051023043
224,55,38,21,21,55038021021
225,56,31,63,24,56031063024
226,62,17,44,10,62017044010
227,70,31,111,21,70031111021
228,115,41,92,13,115041092013
229,73,56,1,38,73056001038
230,69,33,100,25,69033100025
231,76,43,98,28,76043098028
232,78,52,60,17,78052060017
233,79,58,57,50,79058057050
234,80,56,90,0,80056090000
235,82,41,107,34,82041107034
236,84,45,19,24,84045019024
237,86,45,43,14,86045043014
238,87,42,89,10,87042089010
239,91,34,68,28,91034068028
240,96,61,29,31,96061029031
241,93,49,26,28,93049026028
242,99,34,6,24,99034006024
243,105,24,95,17,105024095017
244,109,24,54,21,109024054021
245,114,27,24,23,114027024023
246,126,42,85,7,126042085007
247,124,55,11,3,124055011003
248,129,33,77,24,129033077024
249,130,45,106,10,130045106010
250,8,43,36,25,8043036025
251,69,39,53,25,69039053025
252,13,24,17,7,13024017007
253,58,70,26,31,58070026031
254,2,31,11,3,2031011003
255,3,27,105,19,3027105019
256,112,23,50,22,112023050022
257,4,45,74,31,4045074031
258,5,45,24,42,5045024042
259,9,49,89,12,9049089012
260,10,44,64,23,10044064023
261,15,37,60,29,15037060029
262,113,51,21,23,113051021023
263,18,26,79,23,18026079023
264,22,28,125,14,22028125014
265,25,27,117,14,25027117014
266,30,58,83,28,30058083028
267,34,27,92,10,34027092010
268,35,45,120,14,35045120014
269,37,27,23,21,37027023021
270,40,35,93,22,40035093022
271,44,45,42,16,44045042016
272,45,38,81,31,45038081031
273,49,40,66,34,49040066034
274,51,21,41,16,51021041016
275,54,17,32,16,54017032016
276,52,45,106,27,52045106027
277,55,14,20,3,55014020003
278,59,24,33,20,59024033020
279,62,14,61,10,62014061010
280,67,37,31,17,67037031017
281,70,48,1,45,70048001045
282,72,35,39,21,72035039021
283,68,24,48,3,68024048003
284,78,33,75,10,78033075010
285,80,62,56,14,80062056014
286,86,31,77,7,86031077007
287,88,31,63,17,88031063017
288,91,41,115,10,91041115010
289,95,48,7,22,95048007022
290,97,38,85,10,97038085010
291,98,31,119,29,98031119029
292,99,23,116,20,99023116020
293,100,27,87,24,100027087024
294,102,34,29,10,102034029010
295,104,40,47,34,104040047034
296,101,31,128,24,101031128024
297,107,65,46,19,107065046019
298,108,20,28,15,108020028015
299,110,62,111,28,110062111028
300,121,28,27,21,121028027021
301,122,23,14,10,122023014010
302,126,38,19,7,126038019007
303,127,33,84,10,127033084010
304,123,15,118,14,123015118014
305,124,71,16,68,124071016068
306,129,38,71,17,129038071017
307,94,19,109,8,94019109008
308,51,24,106,7,51024106007
309,19,37,127,3,19037127003
310,100,27,22,24,100027022024
311,1,34,115,30,1034115030
312,3,41,7,9,3041007009
313,112,25,67,23,112025067023
314,4,23,41,20,4023041020
315,5,47,114,30,5047114030
316,6,13,126,7,6013126007
317,8,51,23,17,8051023017
318,9,28,28,27,9028028027
319,13,31,91,14,13031091014
320,14,45,53,42,14045053042
321,113,63,29,21,113063029021
322,24,36,85,33,24036085033
323,25,44,72,42,25044072042
324,26,28,102,24,26028102024
325,31,23,110,10,31023110010
326,33,17,27,10,33017027010
327,34,38,73,0,34038073000
328,35,53,66,28,35053066028
329,37,47,52,37,37047052037
330,39,37,92,26,39037092026
331,45,45,46,0,45045046000
332,48,17,60,14,48017060014
333,54,27,10,23,54027010023
334,55,35,83,3,55035083003
335,58,30,70,27,58030070027
336,59,25,38,24,59025038024
337,61,27,43,20,61027043020
338,62,30,63,27,62030063027
339,64,57,120,35,64057120035
340,65,35,17,10,65035017010
341,74,35,36,27,74035036027
342,69,35,87,17,69035087017
343,76,29,119,26,76029119026
344,68,14,16,13,68014016013
345,77,37,56,21,77037056021
346,79,48,15,30,79048015030
347,80,56,71,14,80056071014
348,81,29,104,24,81029104024
349,82,59,12,16,82059012016
350,90,35,42,24,90035042024
351,95,15,103,9,95015103009
352,96,33,21,3,96033021003
353,97,28,116,27,97028116027
354,98,24,118,0,98024118000
355,99,49,84,7,99049084007
356,105,19,32,17,105019032017
357,101,26,47,6,101026047006
358,108,30,18,10,108030018010
359,111,45,40,17,111045040017
360,121,20,75,14,121020075014
361,128,46,107,35,128046107035
362,123,45,20,14,123045020014
363,129,17,88,9,129017088009
364,130,28,117,23,130028117023
365,2,14,124,13,2014124013
366,8,47,51,3,8047051003
367,58,42,40,38,58042040038
368,1,45,72,42,1045072042
369,25,27,73,24,25027073024
370,55,38,67,10,55038067010
371,123,35,83,31,123035083031
372,3,45,103,7,3045103007
373,4,37,23,29,4037023029
374,5,45,19,44,5045019044
375,6,30,116,10,6030116010
376,9,31,102,28,9031102028
377,10,52,7,20,10052007020
378,13,24,130,14,13024130014
379,14,41,121,10,14041121010
380,113,31,70,21,113031070021
381,18,56,11,9,18056011009
382,20,25,112,24,20025112024
383,26,20,111,14,26020111014
384,29,33,17,17,29033017017
385,30,69,76,31,30069076031
386,34,27,91,3,34027091003
387,38,38,125,24,38038125024
388,45,31,107,13,45031107013
389,54,40,64,24,54040064024
390,53,31,33,28,53031033028
391,57,55,36,20,57055036020
392,59,27,100,19,59027100019
393,60,24,16,14,60024016014
394,62,17,43,9,62017043009
395,63,24,42,17,63024042017
396,65,45,49,7,65045049007
397,66,68,41,21,66068041021
398,68,48,15,17,68048015017
399,77,17,44,10,77017044010
400,78,49,97,14,78049097014
401,79,48,48,3,79048048003
402,81,42,47,35,81042047035
403,82,13,104,10,82013104010
404,86,42,61,13,86042061013
405,87,24,27,17,87024027017
406,90,14,88,12,90014088012
407,94,33,52,23,94033052023
408,96,34,110,28,96034110028
409,93,31,21,28,93031021028
410,98,34,50,27,98034050027
411,101,43,46,0,101043046000
412,119,20,89,7,119020089007
413,108,48,2,21,108048002021
414,109,34,37,10,109034037010
415,114,31,84,14,114031084014
416,117,52,115,28,117052115028
417,122,59,75,7,122059075007
418,127,28,24,0,127028024000
419,128,38,12,36,128038012036
420,124,20,28,17,124020028017
421,129,38,56,13,129038056013
422,37,21,94,13,37021094013
423,68,30,28,27,68030028027
424,99,15,85,14,99015085014
425,108,58,11,17,108058011017
426,14,35,33,3,14035033003
427,58,56,110,26,58056110026
428,93,38,111,34,93038111034
429,1,45,25,28,1045025028
430,2,21,16,20,2021016020
431,112,30,98,12,112030098012
432,5,58,127,37,5058127037
433,7,38,64,37,7038064037
434,8,37,74,21,8037074021
435,13,41,117,14,13041117014
436,17,41,92,20,17041092020
437,22,24,38,10,22024038010
438,24,44,19,28,24044019028
439,30,42,123,28,30042123028
440,31,41,55,30,31041055030
441,35,42,32,7,35042032007
442,40,28,96,24,40028096024
443,41,31,52,23,41031052023
444,44,17,63,10,44017063010
445,45,14,101,7,45014101007
446,47,30,46,20,47030046020
447,49,29,103,26,49029103026
448,50,42,89,28,50042089028
449,56,42,43,39,56042043039
450,57,30,4,27,57030004027
451,59,24,75,19,59024075019
452,61,35,90,14,61035090014
453,65,35,105,14,65035105014
454,66,52,26,12,66052026012
455,71,25,88,24,71025088024
456,115,26,34,16,115026034016
457,76,45,83,38,76045083038
458,77,39,62,31,77039062031
459,78,35,69,14,78035069014
460,80,39,86,38,80039086038
461,81,49,107,27,81049107027
462,82,50,128,39,82050128039
463,84,41,116,20,84041116020
464,87,31,121,14,87031121014
465,91,28,39,7,91028039007
466,95,34,120,27,95034120027
467,97,48,6,17,97048006017
468,104,38,12,7,104038012007
469,106,27,23,7,106027023007
470,119,31,118,14,119031118014
471,109,38,36,16,109038036016
472,122,24,27,3,122024027003
473,125,42,53,32,125042053032
474,126,44,114,23,126044114023
475,129,24,42,10,129024042010
476,130,42,73,3,130042073003
477,15,44,48,16,15044048016
478,79,45,60,28,79045060028
479,18,35,124,28,18035124028
480,28,56,11,14,28056011014
481,102,34,70,26,102034070026
482,108,27,68,17,108027068017
483,109,24,41,21,109024041021
484,30,30,55,25,30030055025
485,58,41,111,14,58041111014
486,116,48,114,17,116048114017
487,3,24,54,10,3024054010
488,112,52,89,21,112052089021
489,6,41,24,30,6041024030
490,7,39,23,38,7039023038
491,9,21,1,0,9021001000
492,10,42,105,27,10042105027
493,12,38,46,9,12038046009
494,13,41,72,14,13041072014
495,19,37,85,23,19037085023
496,113,31,93,24,113031093024
497,21,17,110,16,21017110016
498,22,38,69,31,22038069031
499,31,14,119,7,31014119007
500,33,27,100,24,33027100024
501,34,20,17,13,34020017013
502,35,24,95,10,35024095010
503,37,21,36,17,37021036017
504,40,52,29,27,40052029027
505,44,55,80,24,44055080024
506,47,42,107,35,47042107035
507,51,19,94,14,51019094014
508,52,52,4,45,52052004045
509,59,28,122,10,59028122010
510,61,33,63,10,61033063010
511,62,27,86,24,62027086024
512,67,30,118,3,67030118003
513,64,37,49,34,64037049034
514,65,34,57,23,65034057023
515,66,45,32,16,66045032016
516,115,31,39,23,115031039023
517,74,45,106,35,74045106035
518,76,24,50,23,76024050023
519,77,31,71,24,77031071024
520,78,48,125,37,78048125037
521,81,62,82,52,81062082052
522,83,6,20,0,83006020000
523,88,29,42,10,88029042010
524,90,31,56,24,90031056024
525,91,52,92,7,91052092007
526,96,37,26,20,96037026020
527,97,49,5,35,97049005035
528,103,24,98,10,103024098010
529,101,24,104,7,101024104007
530,117,24,73,10,117024073010
531,120,31,123,17,120031123017
532,121,40,38,36,121040038036
533,126,38,84,3,126038084003
534,127,24,99,21,127024099021
535,128,20,45,16,128020045016
536,129,45,43,17,129045043017
537,130,16,25,13,130016025013
538,16,38,15,28,16038015028
539,60,24,2,14,60024002014
540,18,42,28,30,18042028030
541,79,38,108,10,79038108010
542,124,48,48,20,124048048020
543,4,27,36,6,4027036006
544,75,34,87,31,75034087031
545,68,63,11,17,68063011017
546,17,31,115,21,17031115021
547,99,30,126,22,99030126022
548,102,35,21,24,102035021024
549,3,31,65,24,3031065024
550,112,24,119,19,112024119019
551,5,49,85,28,5049085028
552,9,21,27,16,9021027016
553,10,40,35,17,10040035017
554,13,59,25,52,13059025052
555,113,49,26,24,113049026024
556,22,31,33,14,22031033014
557,30,48,50,23,30048050023
558,34,31,39,21,34031039021
559,37,33,106,30,37033106030
560,38,28,122,22,38028122022
561,43,24,42,14,43024042014
562,49,44,120,21,49044120021
563,54,33,7,10,54033007010
564,53,38,121,21,53038121021
565,55,30,123,23,55030123023
566,59,41,78,8,59041078008
567,61,35,56,10,61035056010
568,67,35,20,21,67035020021
569,63,54,71,21,63054071021
570,64,50,51,22,64050051022
571,66,50,103,17,66050103017
572,70,43,93,40,70043093040
573,72,59,92,14,72059092014
574,69,17,14,14,69017014014
575,76,45,118,10,76045118010
576,77,23,88,13,77023088013
577,80,48,62,3,80048062003
578,81,38,101,20,81038101020
579,82,49,45,42,82049045042
580,83,37,31,30,83037031030
581,86,35,90,6,86035090006
582,94,24,8,19,94024008019
583,95,28,32,20,95028032020
584,97,38,24,24,97038024024
585,98,43,89,34,98043089034
586,104,42,46,27,104042046027
587,105,55,73,14,105055073014
588,107,38,12,24,107038012024
589,109,42,23,17,109042023017
590,110,31,29,24,110031029024
591,114,44,6,37,114044006037
592,125,64,100,43,125064100043
593,127,33,116,25,127033116025
594,128,28,47,23,128028047023
595,129,38,44,14,129038044014
596,130,28,1,14,130028001014
597,2,37,79,34,2037079034
598,18,42,48,23,18042048023
599,28,27,60,24,28027060024
600,68,35,124,31,68035124031
601,108,66,15,37,108066015037
602,16,40,11,24,16040011024
603,96,27,111,20,96027111020
604,115,38,73,35,115038073035
605,123,41,67,38,123041067038
606,6,40,85,24,6040085024
607,8,30,106,12,8030106012
608,10,42,52,14,10042052014
609,13,44,1,19,13044001019
610,14,39,26,16,14039026016
611,113,45,102,19,113045102019
612,23,13,41,7,23013041007
613,25,42,92,14,25042092014
614,27,43,38,20,27043038020
615,29,48,21,20,29048021020
616,32,36,112,7,32036112007
617,30,52,31,24,30052031024
618,34,13,130,7,34013130007
619,35,42,49,13,35042049013
620,36,52,94,0,36052094000
621,43,41,90,0,43041090000
622,45,23,12,13,45023012013
623,47,45,82,40,47045082040
624,51,47,74,34,51047074034
625,54,30,103,10,54030103010
626,50,42,118,21,50042118021
627,53,56,100,10,53056100010
628,57,16,17,10,57016017010
629,58,66,93,45,58066093045
630,59,44,121,28,59044121028
631,62,17,56,7,62017056007
632,65,28,7,21,65028007021
633,66,45,120,17,66045120017
634,76,52,9,49,76052009049
635,77,39,63,0,77039063000
636,78,24,70,17,78024070017
637,80,52,42,14,80052042014
638,81,41,46,3,81041046003
639,83,24,89,21,83024089021
640,84,48,5,28,84048005028
641,86,56,71,44,86056071044
642,88,24,44,15,88024044015
643,91,42,72,23,91042072023
644,97,28,114,23,97028114023
645,98,66,20,21,98066020021
646,99,17,19,14,99017019014
647,104,28,128,14,104028128014
648,105,31,64,24,105031064024
649,101,27,107,3,101027107003
650,119,9,55,7,119009055007
651,110,20,40,17,110020040017
652,117,38,39,0,117038039000
653,122,20,87,14,122020087014
654,125,30,69,24,125030069024
655,126,33,116,30,126033116030
656,129,24,61,10,129024061010
657,2,24,48,14,2024048014
658,28,34,15,31,28034015031
659,60,28,11,7,60028011007
660,64,31,65,28,64031065028
661,16,31,79,24,16031079024
662,113,49,96,42,113049096042
663,18,31,68,24,18031068024
664,31,41,123,17,31041123017
665,40,24,70,14,40024070014
666,44,56,71,14,44056071014
667,66,48,7,45,66048007045
668,87,24,59,14,87024059014
669,91,35,73,10,91035073010
670,101,45,12,22,101045012022
671,107,27,104,23,107027104023
672,108,37,124,10,108037124010
673,109,62,106,9,109062106009
674,114,30,19,27,114030019027
675,122,10,121,0,122010121000
676,1,38,117,35,1038117035
677,112,28,118,7,112028118007
678,4,31,37,10,4031037010
679,6,42,5,30,6042005030
680,8,67,52,50,8067052050
681,10,26,3,14,10026003014
682,14,42,100,14,14042100014
683,17,30,39,20,17030039020
684,21,22,26,21,21022026021
685,22,34,95,10,22034095010
686,27,31,125,23,27031125023
687,30,31,20,12,30031020012
688,33,38,32,22,33038032022
689,34,28,13,17,34028013017
690,35,38,38,7,35038038007
691,36,34,51,24,36034051024
692,47,20,45,19,47020045019
693,54,45,105,21,54045105021
694,50,20,119,6,50020119006
695,53,44,49,17,53044049017
696,58,70,29,13,58070029013
697,62,40,90,7,62040090007
698,67,41,83,10,67041083010
699,72,23,115,16,72023115016
700,74,17,41,10,74017041010
701,69,33,75,21,69033075021
702,76,30,89,14,76030089014
703,77,42,42,7,77042042007
704,80,31,61,20,80031061020
705,81,59,128,31,81059128031
706,82,58,46,17,82058046017
707,84,69,85,10,84069085010
708,86,66,56,3,86066056003
709,88,31,43,24,88031043024
710,92,20,130,17,92020130017
711,93,41,110,38,93041110038
712,98,28,55,27,98028055027
713,99,38,78,20,99038078020
714,102,43,111,22,102043111022
715,116,34,24,13,116034024013
716,120,42,103,24,120042103024
717,126,41,127,14,126041127014
718,129,31,63,0,129031063000
719,97,31,99,28,97031099028
720,4,63,51,14,4063051014
721,13,17,34,14,13017034014
722,113,62,58,55,113062058055
723,22,38,59,3,22038059003
724,23,28,36,17,23028036017
725,30,41,76,17,30041076017
726,31,63,57,45,31063057045
727,33,42,52,10,33042052010
728,35,28,10,7,35028010007
729,41,24,37,10,41024037010
730,74,22,94,17,74022094017
731,80,27,129,21,80027129021
732,81,41,101,17,81041101017
733,108,45,2,28,108045002028
734,109,32,8,25,109032008025
735,9,14,70,13,9014070013
736,13,38,84,28,13038084028
737,37,27,123,17,37027123017
738,55,31,25,28,55031025028
739,67,35,8,30,67035008030
740,109,50,76,30,109050076030
741,30,50,2,3,30050002003
742,50,51,93,10,50051093010
743,102,28,31,3,102028031003
744,79,41,112,6,79041112006
745,130,37,18,14,130037018014
746,4,34,108,0,4034108000
747,9,42,91,35,9042091035
748,96,38,107,34,96038107034
749,34,33,40,27,34033040027
750,27,36,68,14,27036068014
751,47,35,114,17,47035114017
752,116,30,128,14,116030128014
753,33,42,98,13,33042098013
754,44,27,14,20,44027014020
755,88,38,5,35,88038005035
756,104,33,66,16,104033066016
757,62,42,127,17,62042127017
758,70,49,121,7,70049121007
759,82,30,122,21,82030122021
760,101,39,99,37,101039099037
761,74,26,117,20,74026117020
762,69,52,6,31,69052006031
763,77,24,49,23,77024049023
764,80,24,97,7,80024097007
765,125,55,105,52,125055105052
766,45,21,58,20,45021058020
767,65,31,53,27,65031053027
768,86,35,126,28,86035126028
769,129,34,59,24,129034059024
770,3,24,22,6,3024022006
771,113,34,10,27,113034010027
772,35,54,81,48,35054081048
773,78,21,54,17,78021054017
774,95,26,61,19,95026061019
775,3,26,35,23,3026035023
